year,month,day,hour,1hrfm,10hrfm,100hrfm,1000hrfm
2022,1,1,1,0.010002,0.010000,0.010000,0.010000
2022,1,1,2,0.010010,0.010000,0.010000,0.010000
2022,1,1,3,0.010020,0.010000,0.010000,0.010000
2022,1,1,4,0.010029,0.010000,0.010000,0.010000
2022,1,1,5,0.010038,0.009999,0.010000,0.010000
2022,1,1,6,0.010045,0.009998,0.010000,0.010000
2022,1,1,7,0.010052,0.009995,0.010000,0.010000
2022,1,1,8,0.010057,0.009992,0.010000,0.010000
2022,1,1,9,0.010062,0.009988,0.010000,0.010000
2022,1,1,10,0.010065,0.009983,0.010000,0.010000
2022,1,1,11,0.010069,0.009976,0.010000,0.010000
2022,1,1,12,0.010072,0.009967,0.010000,0.010000
2022,1,1,13,0.010074,0.009957,0.010000,0.010000
2022,1,1,14,0.010076,0.009945,0.010000,0.010000
2022,1,1,15,0.010078,0.009932,0.010000,0.010000
2022,1,1,16,0.010079,0.009917,0.010000,0.010000
2022,1,1,17,0.010081,0.009900,0.010000,0.010000
2022,1,1,18,0.010082,0.009882,0.010000,0.010000
2022,1,1,19,0.010083,0.009863,0.010000,0.010000
2022,1,1,20,0.010083,0.009842,0.010000,0.010000
2022,1,1,21,0.010084,0.009820,0.010000,0.010000
2022,1,1,22,0.010085,0.009797,0.010000,0.010000
2022,1,1,23,0.010085,0.009772,0.010000,0.010000
2022,1,2,0,0.010085,0.009746,0.010000,0.010000
2022,1,2,1,0.010086,0.009720,0.010000,0.010000
2022,1,2,2,0.010086,0.009692,0.010000,0.010000
2022,1,2,3,0.010086,0.009664,0.010000,0.010000
2022,1,2,4,0.010087,0.009635,0.010000,0.010000
2022,1,2,5,0.010087,0.009605,0.010000,0.010000
2022,1,2,6,0.010087,0.009574,0.010000,0.010000
2022,1,2,7,0.010087,0.009543,0.010000,0.010000
2022,1,2,8,0.010087,0.009512,0.010000,0.010000
2022,1,2,9,0.010087,0.009480,0.010000,0.010000
2022,1,2,10,0.010087,0.009447,0.010000,0.010000
2022,1,2,11,0.010087,0.009415,0.010000,0.010000
2022,1,2,12,0.010087,0.009382,0.010000,0.010000
2022,1,2,13,0.010088,0.009348,0.010000,0.010000
2022,1,2,14,0.010088,0.009315,0.010000,0.010000
2022,1,2,15,0.010088,0.009281,0.009999,0.010000
2022,1,2,16,0.010088,0.009247,0.009999,0.010000
2022,1,2,17,0.010088,0.009213,0.009999,0.010000
2022,1,2,18,0.010088,0.009179,0.009999,0.010000
